File,Output_folder,Experiment,MS_Plate,Fraction,Parameter_group,PTM,Reference_channel,File_order,Compound_order,Project,Comments
4878_F02_053281_S00_U23_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,23,0,FALSE,,23,,100ProtFDR,
4878_F01_053281_S00_U24_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,24,0,FALSE,,24,,100ProtFDR,
4878_G01_053281_S00_U25_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,25,0,FALSE,,25,,100ProtFDR,
4878_G02_053281_S00_U26_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,26,0,FALSE,,26,,100ProtFDR,
4878_G03_053281_S00_U27_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,27,0,FALSE,,27,,100ProtFDR,
4878_G04_053281_S00_U28_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,28,0,FALSE,,28,,100ProtFDR,
4878_G05_053281_S00_U29_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,29,0,FALSE,,29,,100ProtFDR,
4878_G06_053281_S00_U30_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,30,0,FALSE,,30,,100ProtFDR,
4878_G07_053281_S00_U31_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,31,0,FALSE,,31,,100ProtFDR,
4878_G08_053281_S00_U32_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,32,0,FALSE,,32,,100ProtFDR,
4878_G09_053281_S00_U33_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,33,0,FALSE,,33,,100ProtFDR,
4878_G10_053281_S00_U34_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,34,0,FALSE,,34,,100ProtFDR,
4878_G11_053281_S00_U35_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,35,0,FALSE,,35,,100ProtFDR,
4878_G12_053281_S00_U36_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,36,0,FALSE,,36,,100ProtFDR,
4878_H12_053281_S00_U37_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,37,0,FALSE,,37,,100ProtFDR,
4878_H11_053281_S00_U38_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,38,0,FALSE,,38,,100ProtFDR,
4878_H10_053281_S00_U39_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,39,0,FALSE,,39,,100ProtFDR,
4878_H09_053281_S00_U40_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,40,0,FALSE,,40,,100ProtFDR,
4878_H08_053281_S00_U41_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,41,0,FALSE,,41,,100ProtFDR,
4878_H07_053281_S00_U42_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,42,0,FALSE,,42,,100ProtFDR,
4878_H06_053281_S00_U43_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,43,0,FALSE,,43,,100ProtFDR,
4878_H05_053281_S00_U44_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,44,0,FALSE,,44,,100ProtFDR,
4878_H04_053281_S00_U45_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,45,0,FALSE,,45,,100ProtFDR,
4878_H03_053281_S00_U46_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,46,0,FALSE,,46,,100ProtFDR,
4878_H02_053281_S00_U47_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,47,0,FALSE,,47,,100ProtFDR,
4878_H01_053281_S00_U48_TMT11_R1,Batch20_FP_MASTER,Batch20_FP_MASTER,4878,48,0,FALSE,,48,,100ProtFDR,
4890_A01_053703_S00_U01_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,1,0,FALSE,,1,,100ProtFDR,
4890_A02_053703_S00_U02_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,2,0,FALSE,,2,,100ProtFDR,
4890_A03_053703_S00_U03_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,3,0,FALSE,,3,,100ProtFDR,
4890_A04_053703_S00_U04_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,4,0,FALSE,,4,,100ProtFDR,
4890_A05_053703_S00_U05_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,5,0,FALSE,,5,,100ProtFDR,
4890_A06_053703_S00_U06_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,6,0,FALSE,,6,,100ProtFDR,
4890_A07_053703_S00_U07_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,7,0,FALSE,,7,,100ProtFDR,
4890_A08_053703_S00_U08_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,8,0,FALSE,,8,,100ProtFDR,
4890_A09_053703_S00_U09_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,9,0,FALSE,,9,,100ProtFDR,
4890_A10_053703_S00_U10_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,10,0,FALSE,,10,,100ProtFDR,
4890_A11_053703_S00_U11_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,11,0,FALSE,,11,,100ProtFDR,
4890_A12_053703_S00_U12_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,12,0,FALSE,,12,,100ProtFDR,
4890_B12_053703_S00_U13_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,13,0,FALSE,,13,,100ProtFDR,
4890_B11_053703_S00_U14_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,14,0,FALSE,,14,,100ProtFDR,
4890_B10_053703_S00_U15_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,15,0,FALSE,,15,,100ProtFDR,
4890_B09_053703_S00_U16_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,16,0,FALSE,,16,,100ProtFDR,
4890_B08_053703_S00_U17_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,17,0,FALSE,,17,,100ProtFDR,
4890_B07_053703_S00_U18_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,18,0,FALSE,,18,,100ProtFDR,
4890_B06_053703_S00_U19_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,19,0,FALSE,,19,,100ProtFDR,
4890_B05_053703_S00_U20_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,20,0,FALSE,,20,,100ProtFDR,
4890_B04_053703_S00_U21_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,21,0,FALSE,,21,,100ProtFDR,
4890_B03_053703_S00_U22_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,22,0,FALSE,,22,,100ProtFDR,
4890_B02_053703_S00_U23_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,23,0,FALSE,,23,,100ProtFDR,
4890_B01_053703_S00_U24_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,24,0,FALSE,,24,,100ProtFDR,
4890_C01_053703_S00_U25_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,25,0,FALSE,,25,,100ProtFDR,
4890_C02_053703_S00_U26_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,26,0,FALSE,,26,,100ProtFDR,
4890_C03_053703_S00_U27_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,27,0,FALSE,,27,,100ProtFDR,
4890_C04_053703_S00_U28_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,28,0,FALSE,,28,,100ProtFDR,
4890_C05_053703_S00_U29_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,29,0,FALSE,,29,,100ProtFDR,
4890_C06_053703_S00_U30_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,30,0,FALSE,,30,,100ProtFDR,
4890_C07_053703_S00_U31_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,31,0,FALSE,,31,,100ProtFDR,
4890_C08_053703_S00_U32_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,32,0,FALSE,,32,,100ProtFDR,
4890_C09_053703_S00_U33_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,33,0,FALSE,,33,,100ProtFDR,
4890_C10_053703_S00_U34_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,34,0,FALSE,,34,,100ProtFDR,
4890_C11_053703_S00_U35_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,35,0,FALSE,,35,,100ProtFDR,
4890_C12_053703_S00_U36_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,36,0,FALSE,,36,,100ProtFDR,
4890_D12_053703_S00_U37_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,37,0,FALSE,,37,,100ProtFDR,
4890_D11_053703_S00_U38_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,38,0,FALSE,,38,,100ProtFDR,
4890_D10_053703_S00_U39_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,39,0,FALSE,,39,,100ProtFDR,
4890_D09_053703_S00_U40_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,40,0,FALSE,,40,,100ProtFDR,
4890_D08_053703_S00_U41_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,41,0,FALSE,,41,,100ProtFDR,
4890_D07_053703_S00_U42_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,42,0,FALSE,,42,,100ProtFDR,
4890_D06_053703_S00_U43_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,43,0,FALSE,,43,,100ProtFDR,
4890_D05_053703_S00_U44_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,44,0,FALSE,,44,,100ProtFDR,
4890_D04_053703_S00_U45_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,45,0,FALSE,,45,,100ProtFDR,
4890_D03_053703_S00_U46_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,46,0,FALSE,,46,,100ProtFDR,
4890_D02_053703_S00_U47_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,47,0,FALSE,,47,,100ProtFDR,
4890_D01_053703_S00_U48_TMT11_R1,Batch21_FP_MASTER,Batch21_FP_MASTER,4890,48,0,FALSE,,48,,100ProtFDR,
4186_A01_047059_S00_U01_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,1,0,FALSE,,1,,100ProtFDR,
4186_A02_047059_S00_U16_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,16,0,FALSE,,16,,100ProtFDR,
4186_A03_047059_S00_U17_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,17,0,FALSE,,17,,100ProtFDR,
4186_A04_047059_S00_U32_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,32,0,FALSE,,32,,100ProtFDR,
4186_A05_047059_S00_U33_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,33,0,FALSE,,33,,100ProtFDR,
4186_A06_047059_S00_U48_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,48,0,FALSE,,48,,100ProtFDR,
4186_B01_047059_S00_U02_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,2,0,FALSE,,2,,100ProtFDR,
4186_B02_047059_S00_U15_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,15,0,FALSE,,15,,100ProtFDR,
4186_B03_047059_S00_U18_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,18,0,FALSE,,18,,100ProtFDR,
4186_B04_047059_S00_U31_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,31,0,FALSE,,31,,100ProtFDR,
4186_B05_047059_S00_U34_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,34,0,FALSE,,34,,100ProtFDR,
4186_B06_047059_S00_U47_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,47,0,FALSE,,47,,100ProtFDR,
4186_C01_047059_S00_U03_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,3,0,FALSE,,3,,100ProtFDR,
4186_C02_047059_S00_U14_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,14,0,FALSE,,14,,100ProtFDR,
4186_C03_047059_S00_U19_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,19,0,FALSE,,19,,100ProtFDR,
4186_C04_047059_S00_U30_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,30,0,FALSE,,30,,100ProtFDR,
4186_C05_047059_S00_U35_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,35,0,FALSE,,35,,100ProtFDR,
4186_C06_047059_S00_U46_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,46,0,FALSE,,46,,100ProtFDR,
4186_D01_047059_S00_U04_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,4,0,FALSE,,4,,100ProtFDR,
4186_D02_047059_S00_U13_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,13,0,FALSE,,13,,100ProtFDR,
4186_D03_047059_S00_U20_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,20,0,FALSE,,20,,100ProtFDR,
4186_D04_047059_S00_U29_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,29,0,FALSE,,29,,100ProtFDR,
4186_D05_047059_S00_U36_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,36,0,FALSE,,36,,100ProtFDR,
4186_D06_047059_S00_U45_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,45,0,FALSE,,45,,100ProtFDR,
4186_E01_047059_S00_U05_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,5,0,FALSE,,5,,100ProtFDR,
4186_E02_047059_S00_U12_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,12,0,FALSE,,12,,100ProtFDR,
4186_E03_047059_S00_U21_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,21,0,FALSE,,21,,100ProtFDR,
4186_E04_047059_S00_U28_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,28,0,FALSE,,28,,100ProtFDR,
4186_E05_047059_S00_U37_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,37,0,FALSE,,37,,100ProtFDR,
4186_E06_047059_S00_U44_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,44,0,FALSE,,44,,100ProtFDR,
4186_F01_047059_S00_U06_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,6,0,FALSE,,6,,100ProtFDR,
4186_F02_047059_S00_U11_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,11,0,FALSE,,11,,100ProtFDR,
4186_F03_047059_S00_U22_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,22,0,FALSE,,22,,100ProtFDR,
4186_F04_047059_S00_U27_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,27,0,FALSE,,27,,100ProtFDR,
4186_F05_047059_S00_U38_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,38,0,FALSE,,38,,100ProtFDR,
4186_F06_047059_S00_U43_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,43,0,FALSE,,43,,100ProtFDR,
4186_G01_047059_S00_U07_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,7,0,FALSE,,7,,100ProtFDR,
4186_G02_047059_S00_U10_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,10,0,FALSE,,10,,100ProtFDR,
4186_G03_047059_S00_U23_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,23,0,FALSE,,23,,100ProtFDR,
4186_G04_047059_S00_U26_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,26,0,FALSE,,26,,100ProtFDR,
4186_G05_047059_S00_U39_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,39,0,FALSE,,39,,100ProtFDR,
4186_G06_047059_S00_U42_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,42,0,FALSE,,42,,100ProtFDR,
4186_H01_047059_S00_U08_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,8,0,FALSE,,8,,100ProtFDR,
4186_H02_047059_S00_U09_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,9,0,FALSE,,9,,100ProtFDR,
4186_H03_047059_S00_U24_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,24,0,FALSE,,24,,100ProtFDR,
4186_H04_047059_S00_U25_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,25,0,FALSE,,25,,100ProtFDR,
4186_H05_047059_S00_U40_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,40,0,FALSE,,40,,100ProtFDR,
4186_H06_047059_S00_U41_TMT11_R1,Batch1_FP_INFORM_MASTER,Batch1_FP_INFORM_MASTER,4186,41,0,FALSE,,41,,100ProtFDR,
4186_A07_047060_S00_U01_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,1,0,FALSE,,1,,100ProtFDR,
4186_A08_047060_S00_U16_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,16,0,FALSE,,16,,100ProtFDR,
4186_A09_047060_S00_U17_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,17,0,FALSE,,17,,100ProtFDR,
4186_A10_047060_S00_U32_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,32,0,FALSE,,32,,100ProtFDR,
4186_A11_047060_S00_U33_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,33,0,FALSE,,33,,100ProtFDR,
4186_A12_047060_S00_U48_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,48,0,FALSE,,48,,100ProtFDR,
4186_B07_047060_S00_U02_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,2,0,FALSE,,2,,100ProtFDR,
4186_B08_047060_S00_U15_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,15,0,FALSE,,15,,100ProtFDR,
4186_B09_047060_S00_U18_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,18,0,FALSE,,18,,100ProtFDR,
4186_B10_047060_S00_U31_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,31,0,FALSE,,31,,100ProtFDR,
4186_B11_047060_S00_U34_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,34,0,FALSE,,34,,100ProtFDR,
4186_B12_047060_S00_U47_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,47,0,FALSE,,47,,100ProtFDR,
4186_C07_047060_S00_U03_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,3,0,FALSE,,3,,100ProtFDR,
4186_C08_047060_S00_U14_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,14,0,FALSE,,14,,100ProtFDR,
4186_C09_047060_S00_U19_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,19,0,FALSE,,19,,100ProtFDR,
4186_C10_047060_S00_U30_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,30,0,FALSE,,30,,100ProtFDR,
4186_C11_047060_S00_U35_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,35,0,FALSE,,35,,100ProtFDR,
4186_C12_047060_S00_U46_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,46,0,FALSE,,46,,100ProtFDR,
4186_D07_047060_S00_U04_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,4,0,FALSE,,4,,100ProtFDR,
4186_D08_047060_S00_U13_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,13,0,FALSE,,13,,100ProtFDR,
4186_D09_047060_S00_U20_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,20,0,FALSE,,20,,100ProtFDR,
4186_D10_047060_S00_U29_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,29,0,FALSE,,29,,100ProtFDR,
4186_D11_047060_S00_U36_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,36,0,FALSE,,36,,100ProtFDR,
4186_D12_047060_S00_U45_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,45,0,FALSE,,45,,100ProtFDR,
4186_E07_047060_S00_U05_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,5,0,FALSE,,5,,100ProtFDR,
4186_E08_047060_S00_U12_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,12,0,FALSE,,12,,100ProtFDR,
4186_E09_047060_S00_U21_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,21,0,FALSE,,21,,100ProtFDR,
4186_E10_047060_S00_U28_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,28,0,FALSE,,28,,100ProtFDR,
4186_E11_047060_S00_U37_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,37,0,FALSE,,37,,100ProtFDR,
4186_E12_047060_S00_U44_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,44,0,FALSE,,44,,100ProtFDR,
4186_F07_047060_S00_U06_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,6,0,FALSE,,6,,100ProtFDR,
4186_F08_047060_S00_U11_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,11,0,FALSE,,11,,100ProtFDR,
4186_F09_047060_S00_U22_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,22,0,FALSE,,22,,100ProtFDR,
4186_F10_047060_S00_U27_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,27,0,FALSE,,27,,100ProtFDR,
4186_F11_047060_S00_U38_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,38,0,FALSE,,38,,100ProtFDR,
4186_F12_047060_S00_U43_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,43,0,FALSE,,43,,100ProtFDR,
4186_G07_047060_S00_U07_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,7,0,FALSE,,7,,100ProtFDR,
4186_G08_047060_S00_U10_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,10,0,FALSE,,10,,100ProtFDR,
4186_G09_047060_S00_U23_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,23,0,FALSE,,23,,100ProtFDR,
4186_G10_047060_S00_U26_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,26,0,FALSE,,26,,100ProtFDR,
4186_G11_047060_S00_U39_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,39,0,FALSE,,39,,100ProtFDR,
4186_G12_047060_S00_U42_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,42,0,FALSE,,42,,100ProtFDR,
4186_H07_047060_S00_U08_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,8,0,FALSE,,8,,100ProtFDR,
4186_H08_047060_S00_U09_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,9,0,FALSE,,9,,100ProtFDR,
4186_H09_047060_S00_U24_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,24,0,FALSE,,24,,100ProtFDR,
4186_H10_047060_S00_U25_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,25,0,FALSE,,25,,100ProtFDR,
4186_H11_047060_S00_U40_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,40,0,FALSE,,40,,100ProtFDR,
4186_H12_047060_S00_U41_TMT11_R1,Batch2_FP_MASTER,Batch2_FP_MASTER,4186,41,0,FALSE,,41,,100ProtFDR,
4187_A01_047061_S00_U01_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,1,0,FALSE,,1,,100ProtFDR,
4187_A02_047061_S00_U16_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,16,0,FALSE,,16,,100ProtFDR,
4187_A03_047061_S00_U17_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,17,0,FALSE,,17,,100ProtFDR,
4187_A04_047061_S00_U32_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,32,0,FALSE,,32,,100ProtFDR,
4187_A05_047061_S00_U33_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,33,0,FALSE,,33,,100ProtFDR,
4187_A06_047061_S00_U48_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,48,0,FALSE,,48,,100ProtFDR,
4187_B01_047061_S00_U02_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,2,0,FALSE,,2,,100ProtFDR,
4187_B02_047061_S00_U15_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,15,0,FALSE,,15,,100ProtFDR,
4187_B03_047061_S00_U18_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,18,0,FALSE,,18,,100ProtFDR,
4187_B04_047061_S00_U31_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,31,0,FALSE,,31,,100ProtFDR,
4187_B05_047061_S00_U34_TMT11_R1,Batch3_FP_MASTER,Batch3_FP_MASTER,4187,34,0,FALSE,,34,,100ProtFDR,
